0.513274831,0.530124601
0.510002239,0.526960654
0.513889887,0.530843985
0.511646907,0.528132413
0.508300913,0.524669942
0.513079576,0.53016254
0.509282608,0.526138755
0.506093036,0.522361248
0.50855477,0.525555929
0.512558078,0.53218326
0.512696372,0.530012129
0.511034196,0.527500934
0.509308614,0.525726054
0.508025209,0.52480674
0.511027021,0.527845654
0.510276183,0.526766319
0.51533313,0.532218078
0.504787176,0.524006578
0.50628734,0.523118432
0.516841942,0.533950646
0.506510141,0.523702412
0.508710345,0.525802324
0.510329796,0.527089333
0.506804947,0.523440777
0.51140889,0.52821846
0.511126594,0.528915421
0.513673937,0.530803096
0.511828558,0.529060916
0.515587071,0.535558144
0.50507268,0.521879079
0.511624364,0.529107312
0.507515777,0.524373311
0.511816898,0.52898759
0.50778588,0.524335025
0.52421758,0.541487907
0.51248446,0.529036939
0.513885171,0.533355861
0.509958638,0.526633309
0.51069719,0.527278048
0.511492012,0.52832002
0.511533231,0.528590192
0.506280035,0.523124983
0.51882648,0.535712799
0.583250528,0.60008718
0.514618981,0.53425704
0.513875029,0.531329054
0.508000668,0.524911139
0.509531905,0.526430944
0.510693669,0.527469719
0.507053932,0.523908974
0.517565175,0.534286718
0.511218434,0.528040055
0.506991172,0.523234366
0.51176331,0.528463233
0.513076585,0.529586839
0.509940587,0.529378725
0.506560293,0.523264334
0.509544248,0.526710309
0.509745226,0.526616926
0.512118476,0.529181253
0.509768069,0.526538405
0.509217566,0.525875708
0.499241511,0.515426172
0.510979034,0.530195452
0.51124428,0.528232285
0.521082405,0.537657887
0.501635984,0.518163817
0.502892865,0.519414977
0.505748345,0.521829255
0.511363785,0.528531707
0.504554726,0.521452559
0.506931094,0.526098225
0.510018894,0.527296948
0.508524479,0.524901424
0.503081455,0.519644282
0.512524377,0.529037703
0.51156776,0.527992134
0.517083102,0.53391754
0.511118548,0.527591149
0.510136288,0.526939469
0.509539735,0.525863314
0.509858166,0.526381219
0.510040353,0.529203734
0.513927334,0.530717937
0.499775982,0.516143038
0.51115463,0.528274065
0.517457235,0.534046285
0.508280299,0.524703861
0.51184096,0.528687236
0.521183722,0.538368537
0.510151423,0.529560833
0.509986827,0.526617206
0.502080537,0.518792396
0.509897033,0.527289336
0.512144887,0.529203273
0.510571748,0.528741647
0.50928132,0.526502923
0.512089724,0.529672825
0.519105595,0.535845836
0.509659763,0.526285599
0.500693882,0.516724936
0.507893331,0.52689717
0.559687844,0.577208513
0.511205477,0.528420024
0.50589003,0.522366227
0.507990642,0.52485494
0.503684136,0.52082575
0.511764801,0.528775787
0.512388219,0.529114472
0.507019475,0.526235712
0.508358766,0.525046461
0.509781406,0.526421634
0.509463427,0.526157666
0.510630256,0.527316651
0.506706537,0.523121027
0.516154091,0.532785401
0.508661579,0.525842799
0.507163382,0.526083548
0.507493868,0.524177152
0.516110352,0.532680159
0.507900421,0.524391567
0.510687445,0.527273874
0.512887616,0.529828195
0.503366526,0.519576724
0.507102425,0.52356028
0.505933456,0.522340107
0.534835108,0.551665393
0.583873451,0.601985018
0.504168945,0.522931399
0.51037844,0.527315938
0.506183553,0.523063087
0.508638662,0.525490668
0.51253894,0.529499167
0.511113737,0.528151786
0.512876109,0.530437135
0.508245121,0.524802458
0.51494868,0.534250381
0.505182612,0.522282209
0.506795255,0.523357557
0.506629968,0.522819213
0.50974036,0.52621372
0.50663533,0.523101183
0.510594284,0.527616814
0.511885272,0.528585739
0.506859479,0.525500155
0.508070619,0.524719478
0.508320663,0.524705796
0.513274079,0.529506249
0.511163218,0.52794894
0.506764596,0.523114139
0.501443993,0.517971414
0.513086682,0.530197112
0.513517819,0.530107421
0.509414373,0.526338975
0.515129112,0.532349437
0.512968387,0.532446394
0.510205563,0.527104471
0.511061832,0.528596501
0.511053868,0.528267288
0.503560032,0.520340028
0.509133358,0.526231125
0.50910594,0.52606951
0.515115192,0.531727378
0.517137481,0.53613343
0.518803831,0.536010832
0.508102978,0.524525441
0.502105301,0.518210981
0.510116256,0.527419195
0.508926864,0.525615866
0.510431227,0.527309379
0.508614597,0.524788331
0.515049523,0.531812895
0.510529919,0.527175675
0.509427709,0.526860499
0.506275185,0.525218697
0.509302251,0.526063958
0.502660609,0.51931682
0.50188615,0.518231487
0.509413932,0.525957395
0.509422985,0.526228915
0.506184092,0.522752811
0.510131153,0.526562844
0.515351715,0.534761193
0.505081271,0.521874494
0.510138456,0.526771364
0.502745819,0.519409085
0.507140123,0.523790574
0.511246754,0.528242667
0.509957136,0.527023732
0.508815854,0.525565715
0.51167271,0.530552157
0.508817533,0.525550049
0.513802402,0.530570679
0.508753846,0.525739533
0.507895215,0.524940577
0.505767172,0.522936814
0.509502998,0.525981068
0.511875689,0.528568835
0.507680863,0.524456281
0.515326651,0.531981377
0.511690473,0.528295318
0.519111169,0.538154885
0.513040795,0.52946341
0.508628361,0.525433109
0.513705759,0.530675612
0.515501035,0.532120628
0.51078416,0.52775296
0.509119319,0.526229186
0.512001884,0.52970944
0.514878761,0.534151785
0.508277452,0.524850558
0.509277935,0.526134733
0.508498785,0.525195445
0.51017996,0.527053423
0.510238702,0.526680301
0.506013992,0.522404377
0.515749697,0.532326381
0.510891095,0.530355254
0.512188697,0.528912744
0.51070524,0.527563388
